  opid  |              opbl              |     cont      | medida | condicion |   autorizado   |     inicio     |     inicio     |     cierre     |          conocimiento          |                         descripcion                          | bultos |   peso   | volumen | fotosc | fotosm | mc | imo | cantidad_operarios | maq |        operador        | idcont | egresoid | idencode | idegresoencode 
  37600 | HLCUBSC2507ASLLT7              | BMOU 141829-7 |     20 | PIER      | 15-08-25 09:30 | 20-08-25 10:07 | 20-08-25 10:30 | 20-08-25 11:27 | LIFBUE25080010                 | GRAHAM CHRISTIAN                                             |    101 |     2197 |      26 |      0 |      8 |  0 |   0 |                    |     | MARCOS AVALOS          |   2317 |      663 | MjMxNw== | NjYz
  36672 | TPNGBSG25056020                | HDMU 271974-1 |     20 | PIER      | 10-07-25 11:04 | 10-07-25 15:05 | 10-07-25 15:08 | 10-07-25 15:44 | TPNGBSG25056020                | ACCECOSRIOS DE TUBERIAS                                      |     32 |    15266 |      27 |     16 |      6 |  1 |   0 |                    |     | Franco Perez           |   2134 |      664 | MjEzNA== | NjY0
  34975 | TPNGBSG25036008                | CAIU 326125-2 |     20 | PIER      | 29-04-25 16:13 | 30-04-25 11:27 | 30-04-25 11:28 | 30-04-25 11:30 | TPNGBSG25036008                | VALVES                                                       |     24 |    21532 |      26 |      0 |      8 |  0 |   0 |                    |     | Gabriel Jurado         |   1743 |      665 | MTc0Mw== | NjY1
  37988 | COSU6420591180                 | CSNU 252319-2 |     20 | PIER      | 03-09-25 17:00 | 04-09-25 09:01 | 04-09-25 09:16 | 04-09-25 09:16 | COSU6420591180                 | CARBORES                                                     |     10 |    11240 |      17 |      0 |     28 |  0 |   0 |                    |     | Gabriel Jurado         |   2439 |      666 | MjQzOQ== | NjY2
  37884 | IBC1368657                     | TGHU 519461-0 |     40 | PIER      | 01-09-25 17:30 | 02-09-25 14:12 | 02-09-25 16:15 | 02-09-25 16:17 | IBC1368657A                    | MONZON                                                       |    173 |     3540 |      50 |      0 |     10 |  1 |   0 |                    |     | MARCOS AVALOS          |   2403 |      667 | MjQwMw== | NjY3
  37963 | TCSH2506232                    | MEDU 886776-8 |     40 | PIER      | 03-09-25 09:00 | 03-09-25 09:22 | 03-09-25 15:54 | 03-09-25 15:55 | TCSH2506232                    | MAQUINAS                                                     |     19 |     9130 |      40 |      6 |     16 |  0 |   0 |                    |     | Gabriel Jurado         |   2432 |      668 | MjQzMg== | NjY4
  37190 | 255127491                      | HLBU 112925-5 |     40 | PIER      | 29-07-25 18:00 | 31-07-25 10:24 | 31-07-25 10:31 | 31-07-25 11:08 | 255127491                      |                                                              |    239 |     4273 |       0 |     10 |      0 |    |     |                    |     |                        |   2222 |      669 | MjIyMg== | NjY5
  37963 | TCSH2506232                    | MEDU 418227-2 |     40 | PIER      | 03-09-25 09:00 | 03-09-25 09:22 | 03-09-25 15:54 | 03-09-25 15:55 | TCSH2506232                    | MAQUINAS                                                     |     18 |    10800 |      30 |      0 |     16 |  0 |   0 |                    |     | Gabriel Jurado         |   2431 |      670 | MjQzMQ== | Njcw
  37883 | IBC1375031                     | FSCU 472330-5 |     40 | PIER      | 02-09-25 12:30 | 02-09-25 17:47 | 02-09-25 17:58 | 02-09-25 18:04 | IBC1375031A                    | LLANOS DANIEL / PEUGEOT 308                                  |      1 |     1370 |       5 |      0 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   2402 |      671 | MjQwMg== | Njcx
  37883 | IBC1375031                     | FSCU 472330-5 |     40 | PIER      | 02-09-25 12:30 | 02-09-25 17:47 | 02-09-25 17:58 | 02-09-25 18:04 | IBC1375031B                    | LLANO DANIEL / MOTORCYCLE KAWASAKI 1400                      |      1 |      308 |       5 |      6 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |   2402 |      672 | MjQwMg== | Njcy
  38147 | PUS-HSE-2506-0042              | FCIU 890261-3 |     40 | PIER      | 11-09-25 09:00 | 11-09-25 09:17 | 11-09-25 09:19 | 11-09-25 09:36 | PUS-HSE-2506-0042              | RICOLTEX / COLORANTES                                        |    900 |    24703 |      50 |      0 |      6 |  0 |   0 |                    |     | Gabriel Jurado         |   2516 |      673 | MjUxNg== | Njcz
  37295 | NJOLX252010                    | MSNU 248276-6 |     20 | PIER      | 04-08-25 16:30 | 06-08-25 13:48 | 06-08-25 13:54 | 06-08-25 15:57 | ARBAIT010825                   | MUDANZA - SOPHIE MARLINE AMIACHE                             |     87 |     1578 |      28 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   2260 |      674 | MjI2MA== | Njc0
  37894 | Z209GZH2505007                 | TGBU 925320-0 |     40 | PIER      | 01-09-25 10:30 | 02-09-25 13:22 | 02-09-25 17:28 | 02-09-25 18:05 | Z209GZH2505007                 | MOTORTCYCLE TIRE                                             |   1745 |    15320 |     700 |      0 |     20 |  1 |   0 |                    |     | Gabriel Jurado         |   2411 |      675 | MjQxMQ== | Njc1
  37968 | HLCUAB1250507108               | UACU 345931-0 |     20 | PIER      | 03-09-25 15:30 | 04-09-25 13:50 | 04-09-25 13:52 | 04-09-25 14:06 | MVANLT20252107                 | MUDANZA ARAGAO MACEDO                                        |    162 |     3000 |      30 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   2429 |      676 | MjQyOQ== | Njc2
  38042 | TWLE25060076                   | OOCU 902366-7 |     40 | PIER      | 08-09-25 10:00 | 10-09-25 11:16 | 10-09-25 14:55 | 10-09-25 15:19 | TWLE25060076                   | TELAS                                                        |    893 |    21215 |      68 |      0 |     10 |  1 |   0 |                    |     | MARCOS AVALOS          |   2468 |      677 | MjQ2OA== | Njc3
  37877 | 257748199                      | PONU 166826-3 |     40 | PIER      | 01-09-25 11:00 | 01-09-25 17:57 | 01-09-25 18:14 | 01-09-25 18:38 | HBL-10020270                   | FORD MUSTANG                                                 |      1 |     1743 |       5 |      6 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   2398 |      678 | MjM5OA== | Njc4
  37877 | 257748199                      | PONU 166826-3 |     40 | PIER      | 01-09-25 11:00 | 01-09-25 17:57 | 01-09-25 18:14 | 01-09-25 18:38 | HBL-10020271                   | MUDANZA FERNANDEZ CARLOS ARIEL                               |    119 |     4509 |      25 |      4 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |   2398 |      679 | MjM5OA== | Njc5
  37832 | HLCUPTY250741411               | DFSU 421991-6 |     40 | PIER      | 28-08-25 15:00 | 28-08-25 16:15 | 28-08-25 16:19 | 01-09-25 08:21 | LIFBUE25080012                 | VALENCIA SILVIA                                              |    221 |     4960 |      51 |      6 |     12 |  0 |   0 |                    |     | Nicolas Nuñez          |   2388 |      680 | MjM4OA== | Njgw
  37792 | ZIMUIAH976157                  | ZCSU 665893-5 |     40 | PIER      | 26-08-25 19:00 | 28-08-25 16:25 | 28-08-25 16:27 | 28-08-25 17:43 | MVANES                         | WILHELM, ERNESTO MATIAS                                      |    272 |     5797 |       0 |      0 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   2379 |      681 | MjM3OQ== | Njgx
  37877 | 257748199                      | PONU 166826-3 |     40 | PIER      | 01-09-25 11:00 | 01-09-25 17:57 | 01-09-25 18:14 | 01-09-25 18:38 | HBL-10020272                   | HARLEY DAVIDSON                                              |      1 |      367 |       5 |      6 |      8 |  0 |   0 |                    |     | Nicolas Nuñez          |   2398 |      682 | MjM5OA== | Njgy
  38065 | MEDUJV943447                   | MEDU 522472-6 |     20 | PIER      | 10-09-25 08:30 | 10-09-25 09:45 | 10-09-25 15:24 | 10-09-25 15:24 | LIFBUE25070007                 | EMB EEUU                                                     |      1 |     1660 |      10 |      0 |     56 |  1 |   0 |                    |     | Franco Perez           |   2474 |      683 | MjQ3NA== | Njgz
  38139 | TWLE25070074                   | BSIU 851743-0 |     40 | PIER      | 10-09-25 18:30 | 12-09-25 15:08 | 12-09-25 16:49 | 12-09-25 16:51 | TWLE25070074                   | TEXTIL FABRIC                                                |   1138 |    25215 |      70 |      6 |     14 |  1 |   0 |                    |     | MARCOS AVALOS          |   2486 |      684 | MjQ4Ng== | Njg0
  38139 | TWLE25070074                   | BSIU 851743-0 |     40 | PIER      | 10-09-25 18:30 | 12-09-25 15:08 | 12-09-25 16:49 | 12-09-25 16:51 | TWLE25070074                   | TEXTIL FABRIC                                                |   1138 |    25215 |      70 |      6 |     14 |  1 |   0 |                    |     | MARCOS AVALOS          |   2486 |      685 | MjQ4Ng== | Njg1
  38157 | ZIMUNGB20503145                | JXLU 785431-5 |     40 | PIER      | 12-09-25 16:00 | 15-09-25 09:50 | 15-09-25 16:48 | 15-09-25 17:45 | SZ25070362A                    | MAGNESIUM ANODE ROD - UDG S.R.L                              |    308 |    59831 |      27 |      0 |     10 |  1 |   0 |                    |     | MARCOS AVALOS          |   2520 |      686 | MjUyMA== | Njg2
  33854 | TPNGBSG24126031                | ZIMU 306705-4 |     20 | PIER      | 25-02-25 16:42 | 26-02-25 17:11 | 26-02-25 17:12 | 26-02-25 17:22 | TPNGBSG24126031                | ACC TUBERIAS                                                 |     81 |    20734 |      25 |      8 |      4 |  0 |   0 |                    |     | Nicolas Nuñez          |   1427 |      687 | MTQyNw== | Njg3
  38154 | TWLE25070085                   | ZCSU 732458-9 |     40 | PIER      | 15-09-25 10:30 | 15-09-25 18:35 | 15-09-25 18:41 | 16-09-25 08:16 | TWLE25070085                   | TELAS                                                        |    871 |    20680 |      68 |      0 |      8 |  1 |   0 |                    |     | Franco Perez           |   2508 |      688 | MjUwOA== | Njg4
  38044 | WJM58635961                    | MEDU 540410-0 |     20 | PIER      | 08-09-25 10:00 | 12-09-25 11:44 | 12-09-25 12:00 | 12-09-25 13:14 | WJM58635961                    | REFRACTORY MATERIAL                                          |     10 |    18360 |      15 |      0 |      8 |  0 |   0 |                    |     | Franco Perez           |   2473 |      689 | MjQ3Mw== | Njg5
  37967 | MEDUJZ287643                   | TGBU 397950-0 |     20 | PIER      | 03-09-25 15:30 | 03-09-25 17:06 | 03-09-25 17:10 | 03-09-25 18:25 | LIFBUE25070015                 | AUTO MECEDEZ BENZ 2014                                       |      1 |     1926 |       0 |      0 |     14 |  1 |   0 |                    |     | Gabriel Jurado         |   2427 |      690 | MjQyNw== | Njkw
  37892 | HLCUBSDC2507CFXR7              | FANU 138262-4 |     40 | PIER      | 01-09-25 17:30 | 02-09-25 13:23 | 02-09-25 16:07 | 02-09-25 16:16 | LIFBUE25080016                 | MOLINA VIAMONTE                                              |    321 |     7203 |      69 |      4 |      8 |  0 |   0 |                    |     | Gabriel Jurado         |   2410 |      691 | MjQxMA== | Njkx
  33018 | ONEYNB4IVF532600               | TEMU 750540-6 |     40 | PIER      | 20-01-25 17:01 | 21-01-25 16:51 | 21-01-25 16:53 | 21-01-25 17:21 | ONEYNB4IVF532600               | ACCESORIOS DE TUBERIAS                                       |     47 |    19040 |      56 |      0 |      6 |  1 |   0 |                    |     | Franco Perez           |   1231 |      692 | MTIzMQ== | Njky
  36251 | BK2530431                      | EGHU 945537-0 |     40 | PIER      | 24-06-25 11:33 | 24-06-25 18:12 | 24-06-25 18:15 | 25-06-25 08:16 | BK2530431                      | GARMENT                                                      |    246 |    11980 |      68 |      6 |     14 |  1 |   0 |                    |     | Franco Perez           |   2036 |      693 | MjAzNg== | Njkz
  37571 | MEDUJV802346                   | HPCU 262271-3 |     20 | PIER      | 14-08-25 16:30 | 14-08-25 17:10 | 14-08-25 17:14 | 14-08-25 18:00 | LIFBUE25070002                 | EMB DE EEUU / SUBARU SILVER FORESTER                         |      1 |     1558 |      10 |      0 |     20 |  0 |   0 |                    |     | Nicolas Nuñez          |   2306 |      694 | MjMwNg== | Njk0
  38020 | TPTXGABD25056051               | EGHU 941327-1 |     40 | PIER      | 05-09-25 11:00 | 11-09-25 15:34 | 11-09-25 15:58 | 11-09-25 16:18 | TPTXGABD25056051               | MOVABLE HOUSE                                                |    232 |     4810 |      60 |      0 |     12 |  1 |   0 |                    |     | MARCOS AVALOS          |   2456 |      695 | MjQ1Ng== | Njk1
  38020 | TPTXGABD25056051               | EGHU 917279-1 |     40 | PIER      | 05-09-25 11:00 | 08-09-25 09:40 | 10-09-25 08:30 | 10-09-25 10:32 | TPTXGABD25056051               | MOVABLE HOUSE                                                |    319 |     5930 |      57 |      0 |     16 |  1 |   0 |                    |     | MARCOS AVALOS          |   2458 |      696 | MjQ1OA== | Njk2
  38080 | MEDUJV977395                   | CAIU 415102-8 |     40 | PIER      | 10-09-25 08:30 | 11-09-25 17:07 | 11-09-25 17:12 | 11-09-25 17:12 | MVANES20253107                 | PAZ SANTIAGO                                                 |    189 |     2694 |      25 |      0 |     14 |  1 |   0 |                    |     | Gabriel Jurado         |   2479 |      697 | MjQ3OQ== | Njk3
  38183 | MEDUJZ555908                   | MSBU 457668-2 |     40 | PIER      | 15-09-25 15:30 | 16-09-25 09:27 | 16-09-25 10:56 | 16-09-25 14:18 | LIFBUE25080007                 | EFECTOS PERSONALES / GOMEZ HEIDI                             |      8 |     4996 |      50 |      0 |      0 |    |     |                    |     |                        |   2545 |      698 | MjU0NQ== | Njk4
  37969 | HLCUHAM250724826               | TGCU 210458-0 |     20 | PIER      | 03-09-25 15:00 | 04-09-25 11:23 | 04-09-25 11:27 | 04-09-25 11:49 | MVANES20252008                 | MUDANZA BRUN FERNANDO                                        |     75 |     1353 |      23 |      0 |      8 |  0 |   0 |                    |     | Franco Perez           |   2428 |      699 | MjQyOA== | Njk5
  37882 | HLCUBSC250841472               | HAMU 192422-0 |     40 | PIER      | 29-08-25 16:30 | 29-08-25 17:00 | 29-08-25 17:56 | 29-08-25 17:56 | LIFBUE25080017                 | MARINISSEN JULIA                                             |    264 |     5897 |      54 |      0 |      4 |  0 |   0 |                    |     | Nicolas Nuñez          |   2399 |      700 | MjM5OQ== | NzAw
